ID Gender,Gender,Year Enlisted,Years in Service,Workforce Status,Record Count,Average Wage,Average Wage Appx MOE,Total Population,Total Population MOE Appx,PUMS Occupation,Degree Type,ID PUMS Occupation
1,Male,2016,6,TRUE,283," $54,542 "," $11,966 "," 6,607 "," 2,659 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,553010
2,Female,2016,6,TRUE,97," $38,070 "," $3,275 "," 24,733 "," 2,509 ",Firstline enlisted military supervisors,Bachelor's Degree,559830
2,Female,2015,5,TRUE,10," $25,627 "," $4,138 "," 17,313 "," 3,362 ",Aircraft pilots & flight engineers,Bachelor's Degree,559830
2,Female,2018,2,TRUE,5," $31,528 "," $5,873 "," 12,514 "," 2,058 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree and Certification,553010
1,Male,2015,4,TRUE,544," $68,374 "," $4,858 "," 1,775 "," 2,964 ",Aircraft mechanics & service technicians,Bachelor's Degree,553010
2,Female,2014,2,TRUE,136," $49,568 "," $8,719 "," 1,885 "," 2,548 ",Aircraft mechanics & service technicians,High School Degree and Certificate,552010
1,Male,2015,6,TRUE,33," $86,573 "," $4,367 "," 8,963 "," 1,164 ",Firstline enlisted military supervisors,Bachelor's Degree,559830
1,Male,2016,4,TRUE,139," $81,551 "," $7,396 "," 3,183 "," 2,794 ",Military enlisted tactical operations & air/weapons specialists & crew members,Master's Degree,559830
2,Female,2018,5,TRUE,95," $56,272 "," $10,086 "," 5,343 "," 1,322 ",Aircraft mechanics & service technicians,Bachelor's Degree,559830
2,Female,2014,2,TRUE,144," $20,349 "," $8,894 "," 2,159 "," 4,724 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,559830
1,Male,2017,6,TRUE,40," $22,615 "," $14,079 "," 4,962 "," 3,716 ",Firstline enlisted military supervisors,High School Degree and Certificate,559830
1,Male,2016,5,TRUE,32," $49,494 "," $5,305 "," 23,206 ", 947 ,Military enlisted tactical operations & air/weapons specialists & crew members,Associate's Degree and/or Certificate,553010
1,Male,2018,4,TRUE,116," $62,659 "," $12,395 "," 6,119 "," 1,903 ",Aircraft mechanics & service technicians,Bachelor's Degree and Certification,559830
2,Female,2017,5,TRUE,66," $67,276 "," $4,284 "," 3,104 ", 665 ,Aircraft mechanics & service technicians,High School Degree,553010
2,Female,2016,2,TRUE,598," $39,642 "," $9,451 "," 16,054 "," 1,417 ",Aircraft pilots & flight engineers,High School Degree and Certificate,553010
2,Female,2015,2,TRUE,61," $42,977 "," $9,856 "," 1,170 "," 2,881 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,552010
2,Female,2015,3,TRUE,219," $21,137 "," $4,349 "," 2,335 ", 834 ,Aircraft mechanics & service technicians,High School Degree and Certificate,559830
1,Male,2018,4,TRUE,176," $45,056 "," $8,957 "," 2,344 "," 2,839 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,532010
1,Male,2018,5,TRUE,5," $64,056 "," $14,676 "," 6,045 "," 3,280 ",Firstline enlisted military supervisors,Bachelor's Degree,553010
1,Male,2016,6,TRUE,58," $34,052 "," $3,578 "," 2,848 "," 1,242 ",Aircraft mechanics & service technicians,Bachelor's Degree,559830
2,Female,2014,3,TRUE,111," $77,749 "," $4,918 "," 9,982 "," 3,945 ","Military, rank not specified",Bachelor's Degree,553010
2,Female,2018,6,TRUE,147," $59,501 "," $4,553 "," 19,135 "," 1,325 ",Firstline enlisted military supervisors,High School Degree and Certificate,553010
2,Female,2016,4,TRUE,48," $30,257 "," $11,451 "," 14,990 "," 2,611 ",Firstline enlisted military supervisors,Bachelor's Degree,553010
2,Female,2015,5,TRUE,403," $39,504 "," $21,682 "," 15,001 "," 3,068 ",Aircraft mechanics & service technicians,Bachelor's Degree,559830
2,Female,2017,2,TRUE,9," $78,063 "," $6,444 "," 31,331 "," 4,698 ",Firstline enlisted military supervisors,Master's Degree,553010
1,Male,2017,3,TRUE,134," $72,831 "," $17,606 "," 4,202 "," 1,528 ",Aircraft mechanics & service technicians,Bachelor's Degree,559830
1,Male,2016,3,TRUE,69," $69,462 "," $11,334 "," 1,127 "," 3,452 ",Firstline enlisted military supervisors,High School Degree,559830
2,Female,2015,3,TRUE,72," $37,926 "," $5,929 "," 1,649 "," 1,318 ",Aircraft mechanics & service technicians,Bachelor's Degree,559830
1,Male,2017,3,TRUE,71," $38,988 "," $13,676 ", 611 ," 1,002 ",Aircraft mechanics & service technicians,Associate's Degree and/or Certificate,553010
2,Female,2018,2,TRUE,157," $38,811 "," $6,164 "," 5,462 "," 1,422 ",Firstline enlisted military supervisors,High School Degree,559830
1,Male,2014,2,TRUE,74," $88,744 "," $3,233 "," 2,957 "," 2,136 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,553010
1,Male,2016,3,TRUE,36," $38,995 "," $16,513 "," 11,551 "," 2,537 ",Aircraft mechanics & service technicians,Bachelor's Degree,552010
2,Female,2016,3,TRUE,222," $48,038 "," $3,203 ", 885 ," 3,017 ",Aircraft pilots & flight engineers,Bachelor's Degree,553010
1,Male,2018,2,TRUE,250," $23,802 "," $15,010 "," 2,091 "," 2,890 ",Firstline enlisted military supervisors,High School Degree,553010
1,Male,2016,2,TRUE,21," $38,716 "," $8,700 "," 14,611 "," 1,818 ",Aircraft mechanics & service technicians,Bachelor's Degree,553010
1,Male,2015,2,TRUE,34," $34,956 "," $7,228 "," 25,663 "," 3,068 ","Military, rank not specified",High School Degree,493011
1,Male,2017,5,TRUE,159," $30,891 "," $7,333 "," 9,618 ", 753 ,"Military, rank not specified",Bachelor's Degree and Certification,553010
1,Male,2017,2,TRUE,406," $35,038 "," $8,793 "," 10,418 "," 2,855 ",Aircraft pilots & flight engineers,Bachelor's Degree,552010
2,Female,2018,4,TRUE,124," $51,767 "," $8,507 "," 1,273 "," 2,632 ",Firstline enlisted military supervisors,High School Degree,559830
1,Male,2016,5,TRUE,61," $38,430 "," $3,046 "," 1,274 "," 2,581 ",Firstline enlisted military supervisors,High School Degree and Certificate,559830
2,Female,2014,5,TRUE,35," $63,150 "," $9,110 "," 12,490 "," 1,398 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,493011
1,Male,2016,3,TRUE,160," $31,431 "," $5,021 "," 29,601 "," 2,048 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,559830
2,Female,2016,4,TRUE,100," $30,629 "," $6,135 "," 24,023 "," 4,491 ",Firstline enlisted military supervisors,Bachelor's Degree,553010
1,Male,2016,5,TRUE,35," $27,732 "," $8,955 ", 720 ," 1,434 ",Aircraft pilots & flight engineers,Bachelor's Degree and Certification,553010
1,Male,2017,3,TRUE,64," $33,630 "," $7,265 "," 11,718 "," 3,653 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,559830
2,Female,2017,5,TRUE,8," $89,159 "," $8,643 "," 6,441 "," 3,473 ",Aircraft mechanics & service technicians,Master's Degree,559830
2,Female,2017,6,TRUE,236," $60,151 "," $8,074 "," 19,685 "," 2,690 ","Military, rank not specified",Bachelor's Degree,559830
1,Male,2018,6,TRUE,220," $50,410 "," $11,227 "," 32,251 "," 2,275 ",Firstline enlisted military supervisors,Bachelor's Degree,559830
1,Male,2017,6,TRUE,50," $25,014 "," $17,164 "," 9,166 "," 2,395 ",Aircraft mechanics & service technicians,High School Degree,532010
1,Male,2018,6,TRUE,196," $27,301 "," $14,745 "," 7,310 "," 3,152 ",Aircraft mechanics & service technicians,Associate's Degree and Certificate,552010
1,Male,2018,2,TRUE,186," $35,254 "," $19,866 "," 11,580 "," 2,674 ","Military, rank not specified",High School Degree,559830
2,Female,2017,6,TRUE,120," $55,974 "," $4,457 "," 34,524 "," 3,933 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,553010
2,Female,2016,2,TRUE,19," $54,569 "," $9,514 "," 34,282 "," 2,807 ",Firstline enlisted military supervisors,High School Degree,553010
2,Female,2016,5,TRUE,196," $56,972 "," $3,687 "," 9,995 "," 4,034 ","Military, rank not specified",Bachelor's Degree and Certification,552010
2,Female,2014,5,TRUE,200," $37,182 "," $7,896 "," 7,279 "," 1,056 ",Aircraft pilots & flight engineers,Bachelor's Degree,493011
1,Male,2015,5,TRUE,33," $55,047 "," $33,284 ", 476 ," 2,596 ",Aircraft mechanics & service technicians,Associate's Degree and Certificate,559830
2,Female,2017,3,TRUE,27," $35,292 "," $36,371 "," 2,690 "," 1,188 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,553010
2,Female,2015,4,TRUE,10," $88,685 "," $6,969 "," 14,194 "," 1,904 ",Aircraft mechanics & service technicians,Bachelor's Degree and Certification,493011
2,Female,2017,5,TRUE,163," $36,240 "," $4,856 "," 3,090 "," 1,650 ","Military, rank not specified",High School Degree,553010
1,Male,2015,6,TRUE,60," $50,288 "," $5,276 "," 10,755 "," 2,539 ",Military enlisted tactical operations & air/weapons specialists & crew members,Associate's Degree and/or Certificate,493011
1,Male,2017,3,TRUE,66," $29,688 "," $13,929 ", 838 ," 1,857 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree and Certification,559830
2,Female,2014,4,TRUE,1," $49,918 "," $5,549 "," 19,011 "," 1,527 ",Aircraft mechanics & service technicians,Bachelor's Degree,552010
1,Male,2017,4,TRUE,12," $32,620 "," $4,249 "," 15,557 "," 2,513 ",Aircraft pilots & flight engineers,Bachelor's Degree,553010
1,Male,2017,6,TRUE,161," $35,580 "," $4,122 "," 1,413 "," 3,492 ",Aircraft pilots & flight engineers,Associate's Degree and/or Certificate,553010
1,Male,2018,4,TRUE,18," $51,448 "," $5,866 ", 616 ," 2,112 ","Military, rank not specified",Bachelor's Degree,553010
1,Male,2018,6,TRUE,4," $63,498 "," $9,271 "," 4,749 "," 1,449 ",Firstline enlisted military supervisors,Bachelor's Degree,559830
2,Female,2015,5,TRUE,62," $66,122 "," $9,126 "," 3,575 "," 2,338 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,493011
1,Male,2016,4,TRUE,37," $31,685 "," $13,950 "," 20,044 "," 1,224 ",Aircraft mechanics & service technicians,Master's Degree,553010
1,Male,2014,3,TRUE,523," $35,637 "," $5,010 "," 12,918 "," 3,486 ","Military, rank not specified",Master's Degree,553010
2,Female,2017,6,TRUE,243," $79,664 "," $6,690 "," 2,271 "," 1,387 ","Military, rank not specified",Bachelor's Degree,493011
2,Female,2015,5,TRUE,145," $38,673 "," $13,680 "," 8,414 ", 589 ,"Military, rank not specified",Bachelor's Degree,493011
2,Female,2016,4,TRUE,372," $63,398 "," $14,682 "," 12,540 "," 1,090 ",Firstline enlisted military supervisors,Bachelor's Degree and Certification,532010
2,Female,2016,3,TRUE,58," $35,709 "," $4,912 "," 5,064 "," 2,288 ",Aircraft mechanics & service technicians,Master's Degree,553010
1,Male,2014,5,TRUE,21," $63,528 "," $3,963 "," 7,426 "," 3,161 ",Aircraft pilots & flight engineers,Bachelor's Degree,553010
1,Male,2015,4,TRUE,45," $39,860 "," $14,575 "," 10,447 "," 2,409 ",Aircraft pilots & flight engineers,Bachelor's Degree,552010
2,Female,2015,2,TRUE,31," $45,286 "," $13,801 "," 4,013 "," 1,533 ",Military enlisted tactical operations & air/weapons specialists & crew members,Master's Degree,553010
1,Male,2018,3,TRUE,69," $25,051 "," $16,987 "," 5,396 "," 1,389 ",Aircraft pilots & flight engineers,Bachelor's Degree,559830
2,Female,2018,4,TRUE,47," $31,236 "," $5,021 "," 13,878 "," 2,163 ",Aircraft mechanics & service technicians,Bachelor's Degree,552010
2,Female,2018,6,TRUE,417," $47,231 "," $3,043 "," 3,655 ", 642 ,Aircraft pilots & flight engineers,Bachelor's Degree,493011
1,Male,2016,4,TRUE,235," $47,518 "," $13,281 "," 2,767 "," 1,019 ",Aircraft mechanics & service technicians,Master's Degree,553010
2,Female,2015,6,TRUE,2," $60,095 "," $12,321 "," 2,103 "," 2,573 ",Aircraft pilots & flight engineers,High School Degree,559830
2,Female,2017,5,TRUE,71," $44,852 "," $8,546 "," 16,907 "," 1,978 ",Firstline enlisted military supervisors,Bachelor's Degree,552010
1,Male,2017,5,TRUE,15," $29,021 "," $9,444 ", 507 , 917 ,Firstline enlisted military supervisors,Associate's Degree and/or Certificate,493011
1,Male,2018,5,TRUE,86," $41,618 "," $12,991 "," 8,633 "," 2,139 ",Firstline enlisted military supervisors,Bachelor's Degree,553010
1,Male,2016,4,TRUE,229," $61,301 "," $6,627 "," 6,306 "," 2,406 ",Aircraft mechanics & service technicians,High School Degree,559830
1,Male,2016,3,TRUE,1," $67,312 "," $3,757 "," 15,511 "," 2,720 ",Firstline enlisted military supervisors,Bachelor's Degree,532010
2,Female,2017,4,TRUE,184," $66,637 "," $11,474 "," 5,601 "," 1,416 ","Military, rank not specified",Bachelor's Degree,553010
2,Female,2017,4,TRUE,122," $37,688 "," $11,943 ", 817 ," 4,144 ",Firstline enlisted military supervisors,Associate's Degree and Certificate,552010
2,Female,2014,2,TRUE,68," $88,559 "," $8,710 "," 8,160 ", 828 ,Firstline enlisted military supervisors,High School Degree,553010
2,Female,2017,4,TRUE,42," $49,793 "," $3,881 "," 17,025 "," 3,315 ",Aircraft pilots & flight engineers,Bachelor's Degree,559830
1,Male,2017,6,TRUE,162," $80,588 "," $8,922 "," 31,607 "," 2,166 ",Aircraft pilots & flight engineers,Bachelor's Degree,553010
2,Female,2017,3,TRUE,460," $48,395 "," $3,612 "," 31,324 "," 2,819 ",Firstline enlisted military supervisors,Bachelor's Degree,552010
1,Male,2017,6,TRUE,10," $52,253 "," $7,116 "," 5,756 "," 1,340 ",Firstline enlisted military supervisors,Bachelor's Degree,532010
2,Female,2018,5,TRUE,176," $57,036 "," $11,999 "," 9,788 "," 1,748 ",Firstline enlisted military supervisors,Associate's Degree and/or Certificate,493011
2,Female,2017,4,TRUE,159," $24,507 "," $16,849 "," 17,617 ", 904 ,Military enlisted tactical operations & air/weapons specialists & crew members,Associate's Degree and/or Certificate,553010
1,Male,2018,2,TRUE,7," $45,355 "," $7,724 "," 8,130 "," 2,199 ",Military enlisted tactical operations & air/weapons specialists & crew members,Master's Degree,552010
2,Female,2014,5,TRUE,283," $61,825 "," $9,875 "," 6,913 "," 3,048 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,553010
1,Male,2017,4,TRUE,19," $30,746 "," $8,220 "," 11,623 "," 2,792 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,553010
2,Female,2017,3,TRUE,54," $53,787 "," $6,860 "," 2,685 "," 2,557 ",Aircraft mechanics & service technicians,Bachelor's Degree and Certification,553010
1,Male,2017,3,TRUE,35," $42,925 "," $6,487 "," 13,064 "," 2,994 ",Aircraft pilots & flight engineers,Bachelor's Degree,559830
2,Female,2014,2,TRUE,302," $51,666 "," $9,741 "," 10,160 "," 1,777 ","Military, rank not specified",Master's Degree,553010
2,Female,2018,2,TRUE,145," $58,263 "," $3,657 "," 12,056 "," 2,131 ",Aircraft mechanics & service technicians,Bachelor's Degree,552010
1,Male,2018,3,TRUE,110," $20,488 "," $6,737 "," 1,501 "," 3,566 ","Military, rank not specified",Bachelor's Degree,553010
1,Male,2018,6,TRUE,44," $47,575 "," $9,354 "," 23,476 "," 3,403 ","Military, rank not specified",Bachelor's Degree,552010
2,Female,2015,6,TRUE,42," $27,204 "," $38,581 "," 6,438 "," 1,719 ",Aircraft pilots & flight engineers,Bachelor's Degree,552010
2,Female,2017,3,TRUE,86," $43,358 "," $5,273 "," 20,496 "," 1,790 ",Aircraft mechanics & service technicians,Associate's Degree and/or Certificate,552010
1,Male,2017,6,TRUE,237," $26,422 "," $3,610 "," 1,065 "," 2,652 ",Firstline enlisted military supervisors,Associate's Degree and/or Certificate,559830
1,Male,2014,2,TRUE,83," $51,934 "," $9,687 "," 1,307 "," 1,285 ",Firstline enlisted military supervisors,High School Degree and Certificate,552010
2,Female,2018,3,TRUE,3," $29,134 "," $10,840 "," 7,744 "," 1,977 ",Aircraft pilots & flight engineers,Bachelor's Degree,559830
2,Female,2014,2,TRUE,25," $55,652 "," $5,241 ", 825 ," 2,830 ",Aircraft mechanics & service technicians,Master's Degree,532010
1,Male,2017,2,TRUE,309," $51,673 "," $5,797 "," 18,432 "," 1,429 ",Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree and Certificate,559830
1,Male,2017,6,TRUE,115," $34,010 "," $14,299 "," 5,484 "," 2,141 ",Aircraft mechanics & service technicians,Bachelor's Degree and Certification,532010
1,Male,2014,3,TRUE,69," $72,745 "," $10,950 "," 6,081 "," 2,165 ",Aircraft pilots & flight engineers,Associate's Degree and/or Certificate,559830
2,Female,2018,4,TRUE,175," $41,637 "," $9,086 "," 10,438 "," 1,401 ",Aircraft mechanics & service technicians,Bachelor's Degree,559830
1,Male,2014,4,TRUE,89," $55,483 "," $9,658 "," 8,441 ", 938 ,"Military, rank not specified",Bachelor's Degree,532010
2,Female,2015,6,TRUE,60," $63,848 "," $3,605 "," 8,955 ", 781 ,"Military, rank not specified",High School Degree,552010
2,Female,2014,5,TRUE,3," $62,605 "," $35,847 ", 968 ," 1,653 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,559830
2,Female,2016,3,TRUE,95," $48,576 "," $30,267 "," 31,917 "," 2,638 ",Aircraft mechanics & service technicians,Bachelor's Degree,553010
2,Female,2018,6,TRUE,216," $29,194 "," $5,271 "," 3,062 "," 2,776 ",Firstline enlisted military supervisors,Bachelor's Degree,553010
2,Female,2017,5,TRUE,286," $31,418 "," $18,328 "," 16,813 "," 2,491 ","Military, rank not specified",Master's Degree,552010
2,Female,2018,4,TRUE,240," $36,215 "," $3,983 "," 9,181 "," 3,030 ",Firstline enlisted military supervisors,High School Degree,559830
2,Female,2014,2,TRUE,5," $52,207 "," $7,539 "," 5,376 "," 2,918 ",Firstline enlisted military supervisors,High School Degree and Certificate,553010
2,Female,2016,3,TRUE,83," $49,767 "," $9,290 "," 10,708 "," 1,348 ",Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree,553010
2,Female,2018,5,TRUE,62," $24,382 "," $7,616 "," 1,684 "," 1,057 ",Aircraft pilots & flight engineers,High School Degree,559830
2,Female,2016,5,TRUE,83," $21,499 "," $6,792 "," 4,179 "," 2,271 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,552010
2,Female,2016,6,TRUE,82," $35,889 "," $7,796 "," 21,261 "," 1,484 ",Firstline enlisted military supervisors,Bachelor's Degree and Certification,552010
1,Male,2017,2,TRUE,62," $55,420 "," $10,880 "," 1,880 ", 695 ,Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,552010
1,Male,2017,4,TRUE,211," $80,080 "," $6,367 "," 16,189 "," 1,479 ",Aircraft mechanics & service technicians,Associate's Degree and/or Certificate,553010
1,Male,2014,4,TRUE,69," $24,570 "," $3,834 "," 9,054 "," 2,890 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,553010
1,Male,2014,5,TRUE,191," $84,316 "," $7,336 "," 1,815 "," 1,578 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,552010
1,Male,2016,3,TRUE,20," $31,138 "," $5,392 "," 20,917 "," 2,786 ",Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree and Certificate,559830
1,Male,2015,5,TRUE,15," $40,831 "," $15,612 "," 7,351 "," 2,706 ",Firstline enlisted military supervisors,Associate's Degree and/or Certificate,559830
2,Female,2018,5,TRUE,41," $56,195 "," $9,681 ", 980 ," 3,031 ",Firstline enlisted military supervisors,High School Degree,559830
2,Female,2015,5,TRUE,8," $46,313 "," $35,952 "," 5,472 "," 2,922 ",Aircraft mechanics & service technicians,Bachelor's Degree,559830
1,Male,2016,6,TRUE,13," $83,043 "," $3,052 "," 4,022 ", 730 ,Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree and Certificate,559830
2,Female,2018,4,TRUE,120," $56,532 "," $3,384 "," 7,849 "," 1,030 ",Firstline enlisted military supervisors,High School Degree and Certificate,552010
2,Female,2017,3,TRUE,69," $46,904 "," $17,329 ", 538 ," 1,364 ",Aircraft mechanics & service technicians,Associate's Degree and Certificate,553010
1,Male,2018,2,TRUE,72," $87,750 "," $7,493 "," 5,599 "," 4,157 ",Firstline enlisted military supervisors,Associate's Degree and/or Certificate,552010
2,Female,2017,6,TRUE,169," $62,890 "," $38,761 "," 28,269 "," 2,856 ",Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree,493011
2,Female,2014,5,TRUE,59," $69,564 "," $11,156 ", 948 ," 1,885 ",Firstline enlisted military supervisors,Master's Degree,552010
1,Male,2016,2,TRUE,63," $59,136 "," $11,103 "," 3,101 "," 2,673 ",Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree,553010
2,Female,2015,4,TRUE,52," $36,185 "," $3,357 "," 15,757 "," 1,675 ",Aircraft pilots & flight engineers,High School Degree,553010
1,Male,2015,4,TRUE,173," $71,946 "," $19,148 "," 7,052 "," 3,282 ",Aircraft mechanics & service technicians,Master's Degree,553010
2,Female,2016,2,TRUE,56," $57,183 "," $8,664 "," 1,698 ", 673 ,"Military, rank not specified",Master's Degree,559830
1,Male,2016,3,TRUE,163," $56,885 "," $4,748 ", 517 , 537 ,"Military, rank not specified",Bachelor's Degree,553010
2,Female,2014,6,TRUE,91," $69,733 "," $8,877 "," 31,351 "," 3,501 ",Firstline enlisted military supervisors,High School Degree,553010
1,Male,2015,6,TRUE,126," $87,147 "," $8,483 "," 6,210 "," 2,075 ","Military, rank not specified",High School Degree and Certificate,532010
1,Male,2016,2,TRUE,84," $81,471 "," $5,597 "," 2,166 "," 2,031 ","Military, rank not specified",Bachelor's Degree,493011
1,Male,2016,4,TRUE,173," $34,885 "," $17,972 "," 1,742 "," 1,566 ",Firstline enlisted military supervisors,Bachelor's Degree and Certification,553010
1,Male,2015,4,TRUE,70," $59,368 "," $5,724 "," 13,347 "," 3,812 ","Military, rank not specified",High School Degree,559830
1,Male,2016,3,TRUE,514," $51,197 "," $13,989 "," 9,876 "," 2,032 ",Aircraft pilots & flight engineers,Bachelor's Degree,553010
2,Female,2017,4,TRUE,17," $28,453 "," $10,552 "," 4,302 "," 2,520 ",Aircraft mechanics & service technicians,High School Degree,559830
2,Female,2017,5,TRUE,12," $34,574 "," $3,447 "," 4,143 "," 3,426 ",Firstline enlisted military supervisors,Bachelor's Degree,559830
2,Female,2017,6,TRUE,47," $31,501 "," $9,539 "," 16,771 "," 2,425 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,552010
2,Female,2015,4,TRUE,52," $43,661 "," $12,309 "," 19,196 "," 1,696 ","Military, rank not specified",Bachelor's Degree,559830
1,Male,2015,2,TRUE,98," $57,426 "," $10,545 "," 9,266 "," 3,637 ",Military enlisted tactical operations & air/weapons specialists & crew members,Associate's Degree and/or Certificate,552010
1,Male,2015,6,TRUE,13," $41,970 "," $4,577 "," 26,604 ", 760 ,Firstline enlisted military supervisors,Bachelor's Degree,559830
2,Female,2014,2,TRUE,177," $30,531 "," $6,747 "," 12,638 "," 3,439 ","Military, rank not specified",Bachelor's Degree,532010
2,Female,2018,3,TRUE,208," $46,140 "," $65,013 "," 8,962 "," 4,140 ",Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree and Certificate,559830
1,Male,2017,6,TRUE,73," $39,511 "," $3,660 "," 2,095 "," 2,745 ",Aircraft pilots & flight engineers,Bachelor's Degree,552010
1,Male,2015,2,TRUE,427," $28,726 "," $7,695 "," 13,549 "," 4,148 ","Military, rank not specified",Bachelor's Degree,552010
1,Male,2018,3,TRUE,19," $21,696 "," $5,608 "," 1,637 "," 2,638 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,493011
2,Female,2018,4,TRUE,76," $43,005 "," $30,470 "," 5,285 "," 3,200 ",Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree,553010
1,Male,2017,4,TRUE,119," $57,190 "," $6,202 "," 1,460 ", 655 ,Aircraft pilots & flight engineers,Associate's Degree and/or Certificate,532010
2,Female,2017,4,TRUE,66," $64,223 "," $13,634 "," 25,398 "," 2,698 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,559830
1,Male,2017,3,TRUE,253," $26,663 "," $4,157 "," 3,841 "," 1,171 ",Aircraft mechanics & service technicians,High School Degree and Certificate,552010
1,Male,2015,6,TRUE,213," $67,493 "," $40,861 "," 13,748 "," 2,068 ",Firstline enlisted military supervisors,High School Degree,532010
2,Female,2017,6,TRUE,3," $31,854 "," $5,765 "," 7,943 "," 2,513 ",Aircraft pilots & flight engineers,Bachelor's Degree,532010
1,Male,2014,3,TRUE,90," $37,732 "," $23,413 "," 15,515 "," 1,761 ",Aircraft mechanics & service technicians,Bachelor's Degree,553010
1,Male,2018,4,TRUE,54," $48,470 "," $29,486 "," 9,762 "," 1,551 ","Military, rank not specified",High School Degree and Certificate,553010
2,Female,2018,6,TRUE,81," $89,600 "," $3,731 "," 1,388 ", 904 ,Firstline enlisted military supervisors,Bachelor's Degree,559830
2,Female,2018,4,TRUE,83," $28,851 "," $18,727 "," 9,756 "," 2,227 ",Aircraft pilots & flight engineers,Associate's Degree and Certificate,559830
2,Female,2015,4,TRUE,78," $47,460 "," $7,564 "," 3,286 "," 1,890 ","Military, rank not specified",Bachelor's Degree,559830
1,Male,2018,5,TRUE,182," $50,733 "," $17,681 "," 4,890 "," 2,389 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,553010
2,Female,2017,6,TRUE,8," $66,822 "," $5,097 "," 5,630 "," 2,149 ",Aircraft mechanics & service technicians,Bachelor's Degree,559830
1,Male,2016,6,TRUE,115," $41,463 "," $4,885 "," 15,436 "," 2,546 ",Aircraft mechanics & service technicians,Bachelor's Degree,559830
2,Female,2016,2,TRUE,63," $85,878 "," $12,694 "," 5,139 "," 2,677 ",Military enlisted tactical operations & air/weapons specialists & crew members,Bachelor's Degree,553010
1,Male,2018,3,TRUE,2," $43,120 "," $8,797 "," 6,667 "," 1,596 ",Aircraft pilots & flight engineers,Bachelor's Degree,559830
2,Female,2014,2,TRUE,148," $36,249 "," $11,279 "," 7,223 "," 1,828 ",Aircraft pilots & flight engineers,Bachelor's Degree,553010
1,Male,2015,5,TRUE,278," $75,398 "," $5,101 ", 966 ," 1,079 ",Aircraft pilots & flight engineers,Master's Degree,493011
2,Female,2017,2,TRUE,282," $82,199 "," $19,291 "," 5,237 "," 2,048 ",Aircraft mechanics & service technicians,Bachelor's Degree,552010
2,Female,2017,5,TRUE,8," $62,116 "," $6,787 "," 3,912 "," 1,039 ",Aircraft mechanics & service technicians,Bachelor's Degree,553010
2,Female,2016,3,TRUE,232," $24,991 "," $8,127 "," 11,043 "," 1,454 ","Military, rank not specified",High School Degree,532010
1,Male,2016,4,TRUE,26," $62,303 "," $12,144 "," 24,330 "," 2,048 ",Aircraft pilots & flight engineers,Bachelor's Degree,553010
2,Female,2016,4,TRUE,260," $39,797 "," $18,348 "," 2,125 "," 1,133 ",Military enlisted tactical operations & air/weapons specialists & crew members,High School Degree and Certificate,553010
1,Male,2016,6,TRUE,120," $24,775 "," $16,477 "," 4,259 "," 2,292 ","Military, rank not specified",Bachelor's Degree,553010
1,Male,2016,2,TRUE,39," $23,597 "," $5,744 "," 26,236 "," 2,469 ","Military, rank not specified",Associate's Degree and Certificate,493011
1,Male,2018,2,TRUE,222," $31,288 "," $16,674 "," 5,097 "," 3,781 ",Aircraft mechanics & service technicians,Bachelor's Degree,553010
